The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|        KARL        ||      AL181980      ||      1017.49       ||       14.13        ||       28.15        ||     21696750.0     ||        N/A         |
|        N/A         ||      AL011981      ||       232.1        ||        9.67        ||       10.63        ||      465750.0      ||        N/A         |
|        N/A         ||      AL021981      ||       460.94       ||        8.54        ||        9.96        ||      678750.0      ||        N/A         |
|       ARLENE       ||      AL031981      ||       806.18       ||       13.44        ||       18.56        ||     2841750.0      ||        N/A         |
|        N/A         ||      AL041981      ||       693.77       ||       11.56        ||       14.98        ||     -4568544.0     ||        N/A         |
|        N/A         ||      AL051981      ||       396.52       ||       11.01        ||       12.25        ||     -5216544.0     ||        N/A         |
|        BRET        ||      AL061981      ||       693.68       ||       14.45        ||       22.62        ||     6393000.0      ||        N/A         |
|        N/A         ||      AL071981      ||       631.0        ||       15.02        ||       18.15        ||     -5122794.0     ||        N/A         |
|        N/A         ||      AL081981      ||       431.17       ||       11.98        ||       14.56        ||     -5216544.0     ||        N/A         |
|       CINDY        ||      AL091981      ||       947.5        ||       14.36        ||       24.69        ||     4962750.0      ||        N/A         |
|       DENNIS       ||      AL101981      ||      5110.16       ||       14.44        ||       25.19        ||     19428000.0     ||        N/A         |
|        N/A         ||      AL111981      ||      1574.59       ||       14.58        ||       19.47        ||     1954500.0      ||        N/A         |
|        N/A         ||      AL121981      ||       524.84       ||        7.95        ||       10.13        ||     -4657044.0     ||        N/A         |
|       EMILY        ||      AL131981      ||      2306.02       ||        8.36        ||       13.08        ||     59156250.0     ||        N/A         |
|       FLOYD        ||      AL141981      ||      2981.25       ||        13.8        ||       22.59        ||     66312750.0     ||        N/A         |
|        GERT        ||      AL151981      ||      3945.76       ||       18.79        ||       31.64        ||     44021250.0     ||        N/A         |
|       HARVEY       ||      AL161981      ||      2931.22       ||        14.8        ||       25.63        ||     86541000.0     ||        N/A         |
|        N/A         ||      AL171981      ||       605.35       ||       10.09        ||       11.79        ||     -4568544.0     ||        N/A         |
|       IRENE        ||      AL181981      ||      4751.67       ||       16.85        ||       55.63        ||    117739500.0     ||        N/A         |
|        N/A         ||      AL191981      ||      2947.33       ||       14.03        ||       24.13        ||     5055000.0      ||        N/A         |
|        JOSE        ||      AL201981      ||      1392.19       ||       16.57        ||       42.07        ||     4206750.0      ||        N/A         |
|      KATRINA       ||      AL211981      ||      1177.43       ||       10.33        ||       29.46        ||     14914500.0     ||        N/A         |
|        N/A         ||      AL221981      ||       921.65       ||        8.08        ||       17.84        ||     20247000.0     ||        N/A         |
|      ALBERTO       ||      AL011982      ||       501.2        ||        5.22        ||        9.69        ||     8176500.0      ||        N/A         |
|        N/A         ||      AL021982      ||      1888.15       ||       28.61        ||       45.37        ||     12210000.0     ||        N/A         |
|       BERYL        ||      AL031982      ||      2422.07       ||       11.21        ||       14.95        ||     19500000.0     ||        N/A         |
|        N/A         ||      AL041982      ||       881.94       ||        10.5        ||       12.62        ||     1881000.0      ||        N/A         |
|       CHRIS        ||      AL051982      ||       667.6        ||        7.42        ||       11.15        ||     4939500.0      ||        N/A         |
|       DEBBY        ||      AL061982      ||      3338.83       ||       19.19        ||       47.41        ||    100924500.0     ||        N/A         |
|        N/A         ||      AL071982      ||      1150.99       ||        13.7        ||       16.88        ||     1881000.0      ||        N/A         |
|      ERNESTO       ||      AL081982      ||       807.59       ||       13.46        ||       26.14        ||     5690250.0      ||        N/A         |
|        N/A         ||      AL011983      ||      1763.28       ||       13.99        ||       16.66        ||     2901000.0      ||        N/A         |
|        N/A         ||      AL021983      ||      2145.59       ||        14.9        ||        18.0        ||     3114000.0      ||        N/A         |
|       ALICIA       ||      AL031983      ||      1109.63       ||        8.04        ||       14.21        ||     30569000.0     ||        N/A         |
|       BARRY        ||      AL041983      ||      1460.72       ||       10.53        ||        16.8        || 11992416.666666666 ||        N/A         |
